"","end","country","load"
"6761",2018-07-01,"UK",1399508
"6762",2018-07-02,"UK",1549565
"6763",2018-07-03,"UK",1557221
"6764",2018-07-04,"UK",1569950
"6765",2018-07-05,"UK",1625664
"6766",2018-07-06,"UK",1569744
"6767",2018-07-07,"UK",1463970
"6768",2018-07-08,"UK",1436358
"6769",2018-07-09,"UK",1630697
"6770",2018-07-10,"UK",1618393
"6771",2018-07-11,"UK",1601901
"6772",2018-07-12,"UK",1608405
"6773",2018-07-13,"UK",1577662
"6774",2018-07-14,"UK",1441596
"6775",2018-07-15,"UK",1418392
"6776",2018-07-16,"UK",1617618
"6777",2018-07-17,"UK",1600035
"6778",2018-07-18,"UK",1608506
"6779",2018-07-19,"UK",1619528
"6780",2018-07-20,"UK",1570606
"6781",2018-07-21,"UK",1422174
"6782",2018-07-22,"UK",1400995
"6783",2018-07-23,"UK",1619999
"6784",2018-07-24,"UK",1603398
"6785",2018-07-25,"UK",1604841
"6786",2018-07-26,"UK",1622260
"6787",2018-07-27,"UK",1561817
"6788",2018-07-28,"UK",1273013
"6789",2018-07-29,"UK",1254374
"6790",2018-07-30,"UK",1530666
"6791",2018-07-31,"UK",1545013
"6792",2018-08-01,"UK",1528353
"6793",2018-08-02,"UK",1553627
"6794",2018-08-03,"UK",1534694
"6795",2018-08-04,"UK",1417270
"6796",2018-08-05,"UK",1382303
"6797",2018-08-06,"UK",1503898
"6798",2018-08-07,"UK",1527386
"6799",2018-08-08,"UK",1549432
"6800",2018-08-09,"UK",1562925
"6801",2018-08-10,"UK",1514644
"6802",2018-08-11,"UK",1394394
"6803",2018-08-12,"UK",1363084
"6804",2018-08-13,"UK",1546220
"6805",2018-08-14,"UK",1536287
"6806",2018-08-15,"UK",1545356
"6807",2018-08-16,"UK",1549934
"6808",2018-08-17,"UK",1527592
"6809",2018-08-18,"UK",1357957
"6810",2018-08-19,"UK",1352446
"6811",2018-08-20,"UK",1535720
"6812",2018-08-21,"UK",1540748
"6813",2018-08-22,"UK",1542169
"6814",2018-08-23,"UK",1529178
"6815",2018-08-24,"UK",1484272
"6816",2018-08-25,"UK",1354163
"6817",2018-08-26,"UK",1360088
"6818",2018-08-27,"UK",1286051
"6819",2018-08-28,"UK",1516821
"6820",2018-08-29,"UK",1541480
"6821",2018-08-30,"UK",1552180
"6822",2018-08-31,"UK",1515506
"6823",2018-09-01,"UK",1401449
"6824",2018-09-02,"UK",1368123
"6825",2018-09-03,"UK",1505539
"6826",2018-09-04,"UK",1510449
"6827",2018-09-05,"UK",1535398
"6828",2018-09-06,"UK",1533347
"6829",2018-09-07,"UK",1500663
"6830",2018-09-08,"UK",1402652
"6831",2018-09-09,"UK",1304486
"6832",2018-09-10,"UK",1491573
"6833",2018-09-11,"UK",1499633
"6834",2018-09-12,"UK",1569844
"6835",2018-09-13,"UK",1505817
"6836",2018-09-14,"UK",1498988
"6837",2018-09-15,"UK",1446965
"6838",2018-09-16,"UK",1299719
"6839",2018-09-17,"UK",1524441
"6840",2018-09-18,"UK",1492007
"6841",2018-09-19,"UK",1498803
"6842",2018-09-20,"UK",1569902
"6843",2018-09-21,"UK",1474507
"6844",2018-09-22,"UK",1460086
"6845",2018-09-23,"UK",1486715
"6846",2018-09-24,"UK",1630729
"6847",2018-09-25,"UK",1663619
"6848",2018-09-26,"UK",1612871
"6849",2018-09-27,"UK",1579028
"6850",2018-09-28,"UK",1597224
"6851",2018-09-29,"UK",1438517
"6852",2018-09-30,"UK",1454522
"6853",2018-10-01,"UK",1636571
"6854",2018-10-02,"UK",1530831
"6855",2018-10-03,"UK",1635411
"6856",2018-10-04,"UK",1596348
"6857",2018-10-05,"UK",1612709
"6858",2018-10-06,"UK",1498386
"6859",2018-10-07,"UK",1490468
"6860",2018-10-08,"UK",1605547
"6861",2018-10-09,"UK",1562561
"6862",2018-10-10,"UK",1660535
"6863",2018-10-11,"UK",1596557
"6864",2018-10-12,"UK",1565267
"6865",2018-10-13,"UK",1401549
"6866",2018-10-14,"UK",1471753
"6867",2018-10-15,"UK",1639715
"6868",2018-10-16,"UK",1628019
"6869",2018-10-17,"UK",1601354
"6870",2018-10-18,"UK",1670607
"6871",2018-10-19,"UK",1607885
"6872",2018-10-20,"UK",1519807
"6873",2018-10-21,"UK",1468920
"6874",2018-10-22,"UK",1643106
"6875",2018-10-23,"UK",1629225
"6876",2018-10-24,"UK",1603090
"6877",2018-10-25,"UK",1632514
"6878",2018-10-26,"UK",1631000
"6879",2018-10-27,"UK",1603649
"6880",2018-10-28,"UK",1608493
"6881",2018-10-29,"UK",1802818
"6882",2018-10-30,"UK",1754725
"6883",2018-10-31,"UK",1771616
"6884",2018-11-01,"UK",1825418
"6885",2018-11-02,"UK",1777133
"6886",2018-11-03,"UK",1554603
"6887",2018-11-04,"UK",1582863
"6888",2018-11-05,"UK",1708817
"6889",2018-11-06,"UK",1740530
"6890",2018-11-07,"UK",1742575
"6891",2018-11-08,"UK",1749178
"6892",2018-11-09,"UK",1781580
"6893",2018-11-10,"UK",1607997
"6894",2018-11-11,"UK",1620788
"6895",2018-11-12,"UK",1697117
"6896",2018-11-13,"UK",1751604
"6897",2018-11-14,"UK",1742003
"6898",2018-11-15,"UK",1773986
"6899",2018-11-16,"UK",1776596
"6900",2018-11-17,"UK",1664188
"6901",2018-11-18,"UK",1652463
"6902",2018-11-19,"UK",1744522
"6903",2018-11-20,"UK",1803389
"6904",2018-11-21,"UK",1799992
"6905",2018-11-22,"UK",1859067
"6906",2018-11-23,"UK",1785266
"6907",2018-11-24,"UK",1743278
"6908",2018-11-25,"UK",1742695
"6909",2018-11-26,"UK",1843460
"6910",2018-11-27,"UK",1878976
"6911",2018-11-28,"UK",1889102
"6912",2018-11-29,"UK",1812163
"6913",2018-11-30,"UK",1729211
"6914",2018-12-01,"UK",1696994
"6915",2018-12-02,"UK",1584255
"6916",2018-12-03,"UK",1753165
"6917",2018-12-04,"UK",1917064
"6918",2018-12-05,"UK",1926871
"6919",2018-12-06,"UK",1853376
"6920",2018-12-07,"UK",1788531
"6921",2018-12-08,"UK",1651737
"6922",2018-12-09,"UK",1672677
"6923",2018-12-10,"UK",1890731
"6924",2018-12-11,"UK",1941650
"6925",2018-12-12,"UK",1802482
"6926",2018-12-13,"UK",1896873
"6927",2018-12-14,"UK",1720877
"6928",2018-12-15,"UK",1610746
"6929",2018-12-16,"UK",1794308
"6930",2018-12-17,"UK",1923188
"6931",2018-12-18,"UK",1880215
"6932",2018-12-19,"UK",1934010
"6933",2018-12-20,"UK",1901773
"6934",2018-12-21,"UK",1805198
"6935",2018-12-22,"UK",1638848
"6936",2018-12-23,"UK",1635226
"6937",2018-12-24,"UK",1682102
"6938",2018-12-25,"UK",1561715
"6939",2018-12-26,"UK",1481657
"6940",2018-12-27,"UK",1625759
"6941",2018-12-28,"UK",1648974
"6942",2018-12-29,"UK",1539635
"6943",2018-12-30,"UK",1529451
"6944",2018-12-31,"UK",1548350
"6945",2019-01-01,"UK",1467687
"6946",2019-01-02,"UK",1793191
"6947",2019-01-03,"UK",1878267
"6948",2019-01-04,"UK",1915036
"6949",2019-01-05,"UK",1795475
"6950",2019-01-06,"UK",1697251
"6951",2019-01-07,"UK",1798558
"6952",2019-01-08,"UK",1852289
"6953",2019-01-09,"UK",1930050
"6954",2019-01-10,"UK",1876145
"6955",2019-01-11,"UK",1863021
"6956",2019-01-12,"UK",1708203
"6957",2019-01-13,"UK",1640315
"6958",2019-01-14,"UK",1859325
"6959",2019-01-15,"UK",1849655
"6960",2019-01-16,"UK",1857259
"6961",2019-01-17,"UK",1921880
"6962",2019-01-18,"UK",1994303
"6963",2019-01-19,"UK",1830344
"6964",2019-01-20,"UK",1819127
"6965",2019-01-21,"UK",1904000
"6966",2019-01-22,"UK",1929874
"6967",2019-01-23,"UK",1953433
"6968",2019-01-24,"UK",1957118
"6969",2019-01-25,"UK",1809026
"6970",2019-01-26,"UK",1690580
"6971",2019-01-27,"UK",1694460
"6972",2019-01-28,"UK",1955558
"6973",2019-01-29,"UK",2024621
"6974",2019-01-30,"UK",2023108
"6975",2019-01-31,"UK",2101219
"6976",2019-02-01,"UK",2044408
"6977",2019-02-02,"UK",1865133
"6978",2019-02-03,"UK",1864373
"6979",2019-02-04,"UK",1909894
"6980",2019-02-05,"UK",1980740
"6981",2019-02-06,"UK",1944527
"6982",2019-02-07,"UK",1937918
"6983",2019-02-08,"UK",1894546
"6984",2019-02-09,"UK",1708285
"6985",2019-02-10,"UK",1732594
"6986",2019-02-11,"UK",1909382
"6987",2019-02-12,"UK",1917727
"6988",2019-02-13,"UK",1916668
"6989",2019-02-14,"UK",1933547
"6990",2019-02-15,"UK",1908105
"6991",2019-02-16,"UK",1665373
"6992",2019-02-17,"UK",1574530
"6993",2019-02-18,"UK",1799889
"6994",2019-02-19,"UK",1905802
"6995",2019-02-20,"UK",1866830
"6996",2019-02-21,"UK",1865807
"6997",2019-02-22,"UK",1840822
"6998",2019-02-23,"UK",1671952
"6999",2019-02-24,"UK",1672818
"7000",2019-02-25,"UK",1837678
"7001",2019-02-26,"UK",1809092
"7002",2019-02-27,"UK",1793739
"7003",2019-02-28,"UK",1800478
"7004",2019-03-01,"UK",1847407
"7005",2019-03-02,"UK",1641866
"7006",2019-03-03,"UK",1589335
"7007",2019-03-04,"UK",1803681
"7008",2019-03-05,"UK",1850001
"7009",2019-03-06,"UK",1882103
"7010",2019-03-07,"UK",1868724
"7011",2019-03-08,"UK",1889844
"7012",2019-03-09,"UK",1637256
"7013",2019-03-10,"UK",1703642
"7014",2019-03-11,"UK",1874891
"7015",2019-03-12,"UK",1929765
"7016",2019-03-13,"UK",1877102
"7017",2019-03-14,"UK",1829768
"7018",2019-03-15,"UK",1799949
"7019",2019-03-16,"UK",1697475
"7020",2019-03-17,"UK",1669389
"7021",2019-03-18,"UK",1818529
"7022",2019-03-19,"UK",1849996
"7023",2019-03-20,"UK",1745138
"7024",2019-03-21,"UK",1788319
"7025",2019-03-22,"UK",1764548
"7026",2019-03-23,"UK",1618554
"7027",2019-03-24,"UK",1555532
"7028",2019-03-25,"UK",1745053
"7029",2019-03-26,"UK",1799951
"7030",2019-03-27,"UK",1799864
"7031",2019-03-28,"UK",1714665
"7032",2019-03-29,"UK",1724212
"7033",2019-03-30,"UK",1585829
"7034",2019-03-31,"UK",1522301
"7035",2019-04-01,"UK",1691071
"7036",2019-04-02,"UK",1867172
"7037",2019-04-03,"UK",1858027
"7038",2019-04-04,"UK",1833921
"7039",2019-04-05,"UK",1716900
"7040",2019-04-06,"UK",1621802
"7041",2019-04-07,"UK",1566611
"7042",2019-04-08,"UK",1665464
"7043",2019-04-09,"UK",1691320
"7044",2019-04-10,"UK",1714567
"7045",2019-04-11,"UK",1728740
"7046",2019-04-12,"UK",1751635
"7047",2019-04-13,"UK",1605477
"7048",2019-04-14,"UK",1584873
"7049",2019-04-15,"UK",1710842
"7050",2019-04-16,"UK",1694704
"7051",2019-04-17,"UK",1634199
"7052",2019-04-18,"UK",1601005
"7053",2019-04-19,"UK",1427312
"7054",2019-04-20,"UK",1346868
"7055",2019-04-21,"UK",1288232
"7056",2019-04-22,"UK",1363716
"7057",2019-04-23,"UK",1521684
"7058",2019-04-24,"UK",1573884
"7059",2019-04-25,"UK",1595739
"7060",2019-04-26,"UK",1596316
"7061",2019-04-27,"UK",1487602
"7062",2019-04-28,"UK",1491082
"7063",2019-04-29,"UK",1705157
"7064",2019-04-30,"UK",1678531
"7065",2019-05-01,"UK",1663383
"7066",2019-05-02,"UK",1664662
"7067",2019-05-03,"UK",1709321
"7068",2019-05-04,"UK",1472332
"7069",2019-05-05,"UK",1494265
"7070",2019-05-06,"UK",1530696
"7071",2019-05-07,"UK",1665637
"7072",2019-05-08,"UK",1706640
"7073",2019-05-09,"UK",1672882
"7074",2019-05-10,"UK",1694539
"7075",2019-05-11,"UK",1495006
"7076",2019-05-12,"UK",1468349
"7077",2019-05-13,"UK",1525688
"7078",2019-05-14,"UK",1549925
"7079",2019-05-15,"UK",1602582
"7080",2019-05-16,"UK",1612594
"7081",2019-05-17,"UK",1189237
"7082",2019-05-18,"UK",1016467
"7083",2019-05-19,"UK",1258215
"7084",2019-05-20,"UK",1449772
"7085",2019-05-21,"UK",1436581
"7086",2019-05-22,"UK",1588217
"7087",2019-05-23,"UK",1572248
"7088",2019-05-24,"UK",1532990
"7089",2019-05-25,"UK",1376352
"7090",2019-05-26,"UK",1285359
"7091",2019-05-27,"UK",1359008
"7092",2019-05-28,"UK",1552938
"7093",2019-05-29,"UK",1621110
"7094",2019-05-30,"UK",1564728
"7095",2019-05-31,"UK",1525089
"7096",2019-06-01,"UK",1398346
"7097",2019-06-02,"UK",1311501
"7098",2019-06-03,"UK",1432499
"7099",2019-06-04,"UK",1574832
"7100",2019-06-05,"UK",1547283
"7101",2019-06-06,"UK",1549117
"7102",2019-06-07,"UK",1551045
"7103",2019-06-08,"UK",1369880
"7104",2019-06-09,"UK",1371371
"7105",2019-06-10,"UK",1589251
"7106",2019-06-11,"UK",1542929
"7107",2019-06-12,"UK",1632772
"7108",2019-06-13,"UK",953242
"7109",2019-06-14,"UK",1605824
"7110",2019-06-15,"UK",1444579
"7111",2019-06-16,"UK",1387315
"7112",2019-06-17,"UK",1511279
"7113",2019-06-18,"UK",1568414
"7114",2019-06-19,"UK",1573436
"7115",2019-06-20,"UK",1483917
"7116",2019-06-21,"UK",1512589
"7117",2019-06-22,"UK",1394957
"7118",2019-06-23,"UK",1296017
"7119",2019-06-24,"UK",1523694
"7120",2019-06-25,"UK",1487040
"7121",2019-06-26,"UK",1542996
"7122",2019-06-27,"UK",1571996
"7123",2019-06-28,"UK",1495368
"7124",2019-06-29,"UK",1428197
"7125",2019-06-30,"UK",1270841
"7126",2019-07-01,"UK",1466006
"7127",2019-07-02,"UK",1546218
"7128",2019-07-03,"UK",1545835
"7129",2019-07-04,"UK",1529008
"7130",2019-07-05,"UK",1519038
"7131",2019-07-06,"UK",1370119
"7132",2019-07-07,"UK",1342221
"7133",2019-07-08,"UK",1509528
"7134",2019-07-09,"UK",1546739
"7135",2019-07-10,"UK",1589406
"7136",2019-07-11,"UK",1521874
"7137",2019-07-12,"UK",1567888
"7138",2019-07-13,"UK",1404313
"7139",2019-07-14,"UK",1373101
"7140",2019-07-15,"UK",1555172
"7141",2019-07-16,"UK",1541655
"7142",2019-07-17,"UK",1548231
"7143",2019-07-18,"UK",1522713
"7144",2019-07-19,"UK",1481315
"7145",2019-07-20,"UK",1355781
"7146",2019-07-21,"UK",1339504
"7147",2019-07-22,"UK",1423451
"7148",2019-07-23,"UK",1515216
"7149",2019-07-24,"UK",1193693
"7150",2019-07-25,"UK",1268597
"7151",2019-07-26,"UK",1507373
"7152",2019-07-27,"UK",1389772
"7153",2019-07-28,"UK",1338978
"7154",2019-07-29,"UK",1462976
"7155",2019-07-30,"UK",1468825
"7156",2019-07-31,"UK",1446602
"7157",2019-08-01,"UK",1458315
"7158",2019-08-02,"UK",1451832
"7159",2019-08-03,"UK",1396982
"7160",2019-08-04,"UK",1368120
"7161",2019-08-05,"UK",1531800
"7162",2019-08-06,"UK",1490240
"7163",2019-08-07,"UK",1463195
"7164",2019-08-08,"UK",1500648
"7165",2019-08-09,"UK",1457108
"7166",2019-08-10,"UK",1285647
"7167",2019-08-11,"UK",1256251
"7168",2019-08-12,"UK",1494978
"7169",2019-08-13,"UK",1530245
"7170",2019-08-14,"UK",1559038
"7171",2019-08-15,"UK",1496635
"7172",2019-08-16,"UK",1482591
"7173",2019-08-17,"UK",1232008
"7174",2019-08-18,"UK",1186746
"7175",2019-08-19,"UK",1439464
"7176",2019-08-20,"UK",1513277
"7177",2019-08-21,"UK",1556420
"7178",2019-08-22,"UK",1493556
"7179",2019-08-23,"UK",1509289
"7180",2019-08-24,"UK",1376351
"7181",2019-08-25,"UK",1352887
"7182",2019-08-26,"UK",1305678
"7183",2019-08-27,"UK",1496142
"7184",2019-08-28,"UK",1432208
"7185",2019-08-29,"UK",1406823
"7186",2019-08-30,"UK",1372987
"7187",2019-08-31,"UK",1265094
"7188",2019-09-01,"UK",1249694
"7189",2019-09-02,"UK",1467358
"7190",2019-09-03,"UK",1473382
"7191",2019-09-04,"UK",1461665
"7192",2019-09-05,"UK",1476252
"7193",2019-09-06,"UK",1446007
"7194",2019-09-07,"UK",1337823
"7195",2019-09-08,"UK",1351297
"7196",2019-09-09,"UK",1549771
"7197",2019-09-10,"UK",1582058
"7198",2019-09-11,"UK",1508895
"7199",2019-09-12,"UK",1542665
"7200",2019-09-13,"UK",1510207
"7201",2019-09-14,"UK",1365762
"7202",2019-09-15,"UK",1316014
"7203",2019-09-16,"UK",1529177
"7204",2019-09-17,"UK",1496435
"7205",2019-09-18,"UK",1557140
"7206",2019-09-19,"UK",1548177
"7207",2019-09-20,"UK",1492342
"7208",2019-09-21,"UK",1313093
"7209",2019-09-22,"UK",1385996
"7210",2019-09-23,"UK",1415927
"7211",2019-09-24,"UK",1475675
"7212",2019-09-25,"UK",1549136
"7213",2019-09-26,"UK",1490586
"7214",2019-09-27,"UK",1522817
"7215",2019-09-28,"UK",1382603
"7216",2019-09-29,"UK",1412337
"7217",2019-09-30,"UK",1586981
"7218",2019-10-01,"UK",1511872
"7219",2019-10-02,"UK",1561449
"7220",2019-10-03,"UK",1641718
"7221",2019-10-04,"UK",1552362
"7222",2019-10-05,"UK",1523264
"7223",2019-10-06,"UK",1412722
"7224",2019-10-07,"UK",1538635
"7225",2019-10-08,"UK",1498908
"7226",2019-10-09,"UK",1569358
"7227",2019-10-10,"UK",1591354
"7228",2019-10-11,"UK",1583561
"7229",2019-10-12,"UK",1523979
"7230",2019-10-13,"UK",1508014
"7231",2019-10-14,"UK",1692818
"7232",2019-10-15,"UK",1665381
"7233",2019-10-16,"UK",1648436
"7234",2019-10-17,"UK",1622651
"7235",2019-10-18,"UK",1639219
"7236",2019-10-19,"UK",1555024
"7237",2019-10-20,"UK",1518358
"7238",2019-10-21,"UK",1590093
"7239",2019-10-22,"UK",1608498
"7240",2019-10-23,"UK",1669273
"7241",2019-10-24,"UK",1716603
"7242",2019-10-25,"UK",1712838
"7243",2019-10-26,"UK",1593674
"7244",2019-10-27,"UK",1515615
"7245",2019-10-28,"UK",1790461
"7246",2019-10-29,"UK",1752741
"7247",2019-10-30,"UK",1628138
"7248",2019-10-31,"UK",1703572
"7249",2019-11-01,"UK",1786846
"7250",2019-11-02,"UK",1628041
"7251",2019-11-03,"UK",1607043
"7252",2019-11-04,"UK",1814920
"7253",2019-11-05,"UK",1751144
"7254",2019-11-06,"UK",1780094
"7255",2019-11-07,"UK",1858247
"7256",2019-11-08,"UK",1811249
"7257",2019-11-09,"UK",1831419
"7258",2019-11-10,"UK",1732783
"7259",2019-11-11,"UK",1852302
"7260",2019-11-12,"UK",1870697
"7261",2019-11-13,"UK",1894266
"7262",2019-11-14,"UK",1866026
"7263",2019-11-15,"UK",1816794
"7264",2019-11-16,"UK",1744951
"7265",2019-11-17,"UK",1750381
"7266",2019-11-18,"UK",1840777
"7267",2019-11-19,"UK",1878749
"7268",2019-11-20,"UK",1811005
"7269",2019-11-21,"UK",1900516
"7270",2019-11-22,"UK",1919741
"7271",2019-11-23,"UK",1717847
"7272",2019-11-24,"UK",1728392
"7273",2019-11-25,"UK",1845413
"7274",2019-11-26,"UK",1825358
"7275",2019-11-27,"UK",1872459
"7276",2019-11-28,"UK",1846805
"7277",2019-11-29,"UK",1921925
"7278",2019-11-30,"UK",1885324
"7279",2019-12-01,"UK",1809167
"7280",2019-12-02,"UK",1932634
"7281",2019-12-03,"UK",1882212
"7282",2019-12-04,"UK",1821379
"7283",2019-12-05,"UK",1782022
"7284",2019-12-06,"UK",1719036
"7285",2019-12-07,"UK",1635378
"7286",2019-12-08,"UK",1519092
"7287",2019-12-09,"UK",1824499
"7288",2019-12-10,"UK",1868371
"7289",2019-12-11,"UK",1832386
"7290",2019-12-12,"UK",1955760
"7291",2019-12-13,"UK",1935453
"7292",2019-12-14,"UK",1768981
"7293",2019-12-15,"UK",1748415
"7294",2019-12-16,"UK",1920566
"7295",2019-12-17,"UK",1956879
"7296",2019-12-18,"UK",2004593
"7297",2019-12-19,"UK",1818733
"7298",2019-12-20,"UK",1816018
"7299",2019-12-21,"UK",1696607
"7300",2019-12-22,"UK",1713596
"7301",2019-12-23,"UK",1749971
"7302",2019-12-24,"UK",1708762
"7303",2019-12-25,"UK",1557404
"7304",2019-12-26,"UK",1537346
"7305",2019-12-27,"UK",1707056
"7306",2019-12-28,"UK",1630807
"7307",2019-12-29,"UK",1575748
"7308",2019-12-30,"UK",1631192
"7309",2019-12-31,"UK",1694174
"7310",2020-01-01,"UK",1621892
"7311",2020-01-02,"UK",1639065
"7312",2020-01-03,"UK",1744841
"7313",2020-01-04,"UK",1623106
"7314",2020-01-05,"UK",1621271
"7315",2020-01-06,"UK",1692519
"7316",2020-01-07,"UK",1760440
"7317",2020-01-08,"UK",1683989
"7318",2020-01-09,"UK",1767153
"7319",2020-01-10,"UK",1819479
"7320",2020-01-11,"UK",1588435
"7321",2020-01-12,"UK",1632811
"7322",2020-01-13,"UK",1784318
"7323",2020-01-14,"UK",1770216
"7324",2020-01-15,"UK",1821129
"7325",2020-01-16,"UK",1792066
"7326",2020-01-17,"UK",1845864
"7327",2020-01-18,"UK",1719330
"7328",2020-01-19,"UK",1806900
"7329",2020-01-20,"UK",1851029
"7330",2020-01-21,"UK",1856049
"7331",2020-01-22,"UK",1808504
"7332",2020-01-23,"UK",1730774
"7333",2020-01-24,"UK",1733345
"7334",2020-01-25,"UK",1733043
"7335",2020-01-26,"UK",1655633
"7336",2020-01-27,"UK",1850569
"7337",2020-01-28,"UK",1956861
"7338",2020-01-29,"UK",1879414
"7339",2020-01-30,"UK",1869295
"7340",2020-01-31,"UK",1793912
"7341",2020-02-01,"UK",1543009
"7342",2020-02-02,"UK",1645123
"7343",2020-02-03,"UK",1754877
"7344",2020-02-04,"UK",1853377
"7345",2020-02-05,"UK",1906765
"7346",2020-02-06,"UK",1956714
"7347",2020-02-07,"UK",1886281
"7348",2020-02-08,"UK",1637873
"7349",2020-02-09,"UK",1674427
"7350",2020-02-10,"UK",1855984
"7351",2020-02-11,"UK",1961921
"7352",2020-02-12,"UK",1915145
"7353",2020-02-13,"UK",1927189
"7354",2020-02-14,"UK",1844615
"7355",2020-02-15,"UK",1693473
"7356",2020-02-16,"UK",1609727
"7357",2020-02-17,"UK",1843332
"7358",2020-02-18,"UK",1874865
"7359",2020-02-19,"UK",1905954
"7360",2020-02-20,"UK",1831999
"7361",2020-02-21,"UK",1843207
"7362",2020-02-22,"UK",1636537
"7363",2020-02-23,"UK",1649711
"7364",2020-02-24,"UK",1900362
"7365",2020-02-25,"UK",1929193
"7366",2020-02-26,"UK",1948197
"7367",2020-02-27,"UK",1898429
"7368",2020-02-28,"UK",1943008
"7369",2020-02-29,"UK",1693029
"7370",2020-03-01,"UK",1659023
"7371",2020-03-02,"UK",1907710
"7372",2020-03-03,"UK",1880244
"7373",2020-03-04,"UK",1924363
"7374",2020-03-05,"UK",1931146
"7375",2020-03-06,"UK",1930969
"7376",2020-03-07,"UK",1716674
"7377",2020-03-08,"UK",1575405
"7378",2020-03-09,"UK",1814154
"7379",2020-03-10,"UK",1780300
"7380",2020-03-11,"UK",1805738
"7381",2020-03-12,"UK",1832444
"7382",2020-03-13,"UK",1838584
"7383",2020-03-14,"UK",1675039
"7384",2020-03-15,"UK",1580659
"7385",2020-03-16,"UK",1794699
"7386",2020-03-17,"UK",1757046
"7387",2020-03-18,"UK",1809124
"7388",2020-03-19,"UK",1846538
"7389",2020-03-20,"UK",1794019
"7390",2020-03-21,"UK",1569556
"7391",2020-03-22,"UK",1591096
"7392",2020-03-23,"UK",1755408
"7393",2020-03-24,"UK",1659495
"7394",2020-03-25,"UK",1573913
"7395",2020-03-26,"UK",1554274
"7396",2020-03-27,"UK",1555099
"7397",2020-03-28,"UK",1388720
"7398",2020-03-29,"UK",1439853
"7399",2020-03-30,"UK",1674521
"7400",2020-03-31,"UK",1658833
"7401",2020-04-01,"UK",1654228
"7402",2020-04-02,"UK",1541605
"7403",2020-04-03,"UK",1549046
"7404",2020-04-04,"UK",1441660
"7405",2020-04-05,"UK",1190099
"7406",2020-04-06,"UK",1345382
"7407",2020-04-07,"UK",1425343
"7408",2020-04-08,"UK",1397113
"7409",2020-04-09,"UK",1395417
"7410",2020-04-10,"UK",1324004
"7411",2020-04-11,"UK",1264529
"7412",2020-04-12,"UK",1262193
"7413",2020-04-13,"UK",1240646
"7414",2020-04-14,"UK",1455950
"7415",2020-04-15,"UK",1419544
"7416",2020-04-16,"UK",1413018
"7417",2020-04-17,"UK",1348726
"7418",2020-04-18,"UK",1369053
"7419",2020-04-19,"UK",1276122
"7420",2020-04-20,"UK",1220886
"7421",2020-04-21,"UK",1216857
"7422",2020-04-22,"UK",1298193
"7423",2020-04-23,"UK",1376756
"7424",2020-04-24,"UK",1361579
"7425",2020-04-25,"UK",1302109
"7426",2020-04-26,"UK",1292607
"7427",2020-04-27,"UK",1406419
"7428",2020-04-28,"UK",1469683
"7429",2020-04-29,"UK",1498477
"7430",2020-04-30,"UK",1461688
"7431",2020-05-01,"UK",1430726
"7432",2020-05-02,"UK",1313851
"7433",2020-05-03,"UK",1343515
"7434",2020-05-04,"UK",1413469
"7435",2020-05-05,"UK",1434116
"7436",2020-05-06,"UK",1465558
"7437",2020-05-07,"UK",1397037
"7438",2020-05-08,"UK",1301574
"7439",2020-05-09,"UK",1256774
"7440",2020-05-10,"UK",1155028
"7441",2020-05-11,"UK",1316374
"7442",2020-05-12,"UK",1464929
"7443",2020-05-13,"UK",1453458
"7444",2020-05-14,"UK",1463081
"7445",2020-05-15,"UK",1428432
"7446",2020-05-16,"UK",1310766
"7447",2020-05-17,"UK",1270789
